prob_id = 1001577 | rtt = 19.858 | hop = 8 | timestamp = 1701751282
prob_id = 60900 | rtt = 5.927 | hop = 13 | timestamp = 1701754884
prob_id = 61177 | rtt = 12.748 | hop = 7 | timestamp = 1701754889
prob_id = 62657 | rtt = 30.571 | hop = 9 | timestamp = 1701754883
prob_id = 1001577 | rtt = 19.691 | hop = 8 | timestamp = 1701758479
prob_id = 1002617 | rtt = 1.273 | hop = 10 | timestamp = 1701758484
prob_id = 1003564 | rtt = 2.677 | hop = 10 | timestamp = 1701758479
prob_id = 1003619 | rtt = 1.462 | hop = 8 | timestamp = 1701758480
prob_id = 1004568 | rtt = 1.966 | hop = 6 | timestamp = 1701758477
prob_id = 1005715 | rtt = 1.728 | hop = 13 | timestamp = 1701758481
prob_id = 1005758 | rtt = 4.501 | hop = 12 | timestamp = 1701758482
prob_id = 1006471 | rtt = 11.976 | hop = 10 | timestamp = 1701758485
prob_id = 1006691 | rtt = 7.022 | hop = 13 | timestamp = 1701758489
prob_id = 14015 | rtt = 58.986 | hop = 255 | timestamp = 1701758481
prob_id = 14842 | rtt = 2.762 | hop = 11 | timestamp = 1701758479
prob_id = 24300 | rtt = 17.19 | hop = 9 | timestamp = 1701758479
prob_id = 24944 | rtt = 36.84 | hop = 7 | timestamp = 1701758481
prob_id = 3200 | rtt = 5.872 | hop = 11 | timestamp = 1701758473
prob_id = 32810 | rtt = 57.167 | hop = 9 | timestamp = 1701758488
prob_id = 33230 | rtt = 11.004 | hop = 8 | timestamp = 1701758480
prob_id = 33690 | rtt = 3.397 | hop = 7 | timestamp = 1701758486
prob_id = 50525 | rtt = 11.036 | hop = 7 | timestamp = 1701758477
prob_id = 50593 | rtt = 41.16 | hop = 14 | timestamp = 1701758480
prob_id = 51527 | rtt = 24.434 | hop = 9 | timestamp = 1701758487
prob_id = 53022 | rtt = 13.791 | hop = 12 | timestamp = 1701758478
prob_id = 53613 | rtt = 12.646 | hop = 7 | timestamp = 1701758482
prob_id = 55234 | rtt = 17.432 | hop = 255 | timestamp = 1701758485
prob_id = 60374 | rtt = 3.43 | hop = 10 | timestamp = 1701758487
prob_id = 60579 | rtt = 12.214 | hop = 8 | timestamp = 1701758484
prob_id = 60900 | rtt = 5.858 | hop = 13 | timestamp = 1701758476
prob_id = 61177 | rtt = 12.73 | hop = 7 | timestamp = 1701758479
prob_id = 62657 | rtt = 30.648 | hop = 9 | timestamp = 1701758484
prob_id = 1001577 | rtt = 20.613 | hop = 8 | timestamp = 1701762082
prob_id = 1002617 | rtt = 1.138 | hop = 10 | timestamp = 1701762089
prob_id = 1003564 | rtt = 2.627 | hop = 10 | timestamp = 1701762082
prob_id = 1003619 | rtt = 1.9 | hop = 8 | timestamp = 1701762081
prob_id = 1004568 | rtt = 1.823 | hop = 6 | timestamp = 1701762080
prob_id = 1005715 | rtt = 2.36 | hop = 13 | timestamp = 1701762077
prob_id = 1005758 | rtt = 4.736 | hop = 12 | timestamp = 1701762079
prob_id = 1006471 | rtt = 12.701 | hop = 10 | timestamp = 1701762084
prob_id = 1006691 | rtt = 13.554 | hop = 13 | timestamp = 1701762082
prob_id = 14015 | rtt = 49.463 | hop = 255 | timestamp = 1701762080
prob_id = 14842 | rtt = 2.652 | hop = 11 | timestamp = 1701762079
prob_id = 24300 | rtt = 17.608 | hop = 9 | timestamp = 1701762089
prob_id = 24944 | rtt = 36.152 | hop = 7 | timestamp = 1701762078
prob_id = 3200 | rtt = 6.238 | hop = 11 | timestamp = 1701762077
prob_id = 32810 | rtt = 56.312 | hop = 9 | timestamp = 1701762077
prob_id = 33230 | rtt = 16.004 | hop = 8 | timestamp = 1701762072
prob_id = 33690 | rtt = 3.385 | hop = 7 | timestamp = 1701762086
prob_id = 50525 | rtt = 10.977 | hop = 7 | timestamp = 1701762083
prob_id = 50593 | rtt = 40.271 | hop = 14 | timestamp = 1701762081
prob_id = 51527 | rtt = 24.385 | hop = 9 | timestamp = 1701762078
prob_id = 53022 | rtt = 13.759 | hop = 12 | timestamp = 1701762083
prob_id = 53613 | rtt = 13.088 | hop = 7 | timestamp = 1701762079
prob_id = 55234 | rtt = 17.475 | hop = 255 | timestamp = 1701762088
prob_id = 60374 | rtt = 4.607 | hop = 10 | timestamp = 1701762088
prob_id = 60579 | rtt = 26.518 | hop = 7 | timestamp = 1701762088
prob_id = 60900 | rtt = 6.079 | hop = 13 | timestamp = 1701762087
prob_id = 61177 | rtt = 12.879 | hop = 7 | timestamp = 1701762087
prob_id = 62657 | rtt = 29.653 | hop = 9 | timestamp = 1701762079
prob_id = 1001577 | rtt = 20.023 | hop = 8 | timestamp = 1701765681
prob_id = 1002617 | rtt = 1.091 | hop = 10 | timestamp = 1701765677
prob_id = 1003564 | rtt = 2.685 | hop = 10 | timestamp = 1701765675
prob_id = 1003619 | rtt = 1.749 | hop = 8 | timestamp = 1701765687
prob_id = 1004568 | rtt = 1.827 | hop = 6 | timestamp = 1701765687
prob_id = 1005715 | rtt = 2.193 | hop = 10 | timestamp = 1701765685
prob_id = 1005758 | rtt = 4.727 | hop = 11 | timestamp = 1701765678
prob_id = 1006471 | rtt = 12.472 | hop = 10 | timestamp = 1701765679
prob_id = 1006691 | rtt = 8.258 | hop = 13 | timestamp = 1701765683
prob_id = 14015 | rtt = 62.291 | hop = 255 | timestamp = 1701765685
prob_id = 14842 | rtt = 3.443 | hop = 11 | timestamp = 1701765688
prob_id = 24300 | rtt = 17.452 | hop = 9 | timestamp = 1701765688
prob_id = 24944 | rtt = 36.528 | hop = 7 | timestamp = 1701765689
prob_id = 3200 | rtt = 6.215 | hop = 11 | timestamp = 1701765682
prob_id = 32810 | rtt = 56.416 | hop = 9 | timestamp = 1701765683
prob_id = 33230 | rtt = 11.746 | hop = 8 | timestamp = 1701765677
prob_id = 33690 | rtt = 3.499 | hop = 7 | timestamp = 1701765683
prob_id = 50525 | rtt = 6.936 | hop = 7 | timestamp = 1701765681
prob_id = 50593 | rtt = 41.3 | hop = 14 | timestamp = 1701765688
prob_id = 53022 | rtt = 12.771 | hop = 12 | timestamp = 1701765677
prob_id = 53613 | rtt = 13.24 | hop = 7 | timestamp = 1701765675
prob_id = 55234 | rtt = 18.336 | hop = 255 | timestamp = 1701765686
prob_id = 60374 | rtt = 3.989 | hop = 10 | timestamp = 1701765686
prob_id = 60579 | rtt = 10.745 | hop = 8 | timestamp = 1701765674
prob_id = 60900 | rtt = 5.727 | hop = 13 | timestamp = 1701765685
prob_id = 61177 | rtt = 12.296 | hop = 7 | timestamp = 1701765683
prob_id = 62657 | rtt = 31.644 | hop = 9 | timestamp = 1701765676
prob_id = 1001577 | rtt = 20.032 | hop = 8 | timestamp = 1701769277
prob_id = 1002617 | rtt = 1.256 | hop = 10 | timestamp = 1701769283
prob_id = 1003564 | rtt = 2.761 | hop = 10 | timestamp = 1701769284
prob_id = 1003619 | rtt = 1.484 | hop = 8 | timestamp = 1701769285
prob_id = 1004568 | rtt = 2.292 | hop = 6 | timestamp = 1701769284
prob_id = 1005715 | rtt = 2.303 | hop = 13 | timestamp = 1701769280
prob_id = 1005758 | rtt = 4.722 | hop = 12 | timestamp = 1701769275
prob_id = 1006471 | rtt = 12.213 | hop = 10 | timestamp = 1701769288
prob_id = 1006691 | rtt = 7.419 | hop = 13 | timestamp = 1701769285
prob_id = 14015 | rtt = 60.346 | hop = 255 | timestamp = 1701769274
prob_id = 14842 | rtt = 2.753 | hop = 11 | timestamp = 1701769280
prob_id = 24300 | rtt = 16.627 | hop = 9 | timestamp = 1701769281
prob_id = 24944 | rtt = 36.818 | hop = 7 | timestamp = 1701769277
prob_id = 3200 | rtt = 6.046 | hop = 11 | timestamp = 1701769280
prob_id = 32810 | rtt = 56.159 | hop = 9 | timestamp = 1701769284
prob_id = 33230 | rtt = 11.15 | hop = 8 | timestamp = 1701769286
prob_id = 33690 | rtt = 3.689 | hop = 7 | timestamp = 1701769278
prob_id = 50525 | rtt = 7.08 | hop = 7 | timestamp = 1701769284
prob_id = 50593 | rtt = 40.362 | hop = 14 | timestamp = 1701769278
prob_id = 51527 | rtt = 24.545 | hop = 9 | timestamp = 1701769275
prob_id = 53022 | rtt = 13.071 | hop = 12 | timestamp = 1701769283
prob_id = 53613 | rtt = 12.915 | hop = 7 | timestamp = 1701769287
prob_id = 55234 | rtt = 14.902 | hop = 255 | timestamp = 1701769281
prob_id = 60374 | rtt = 3.927 | hop = 10 | timestamp = 1701769285
prob_id = 60579 | rtt = 11.617 | hop = 8 | timestamp = 1701769284
prob_id = 60900 | rtt = 5.678 | hop = 13 | timestamp = 1701769287
prob_id = 61177 | rtt = 12.566 | hop = 7 | timestamp = 1701769275
prob_id = 62657 | rtt = 29.634 | hop = 9 | timestamp = 1701769283
prob_id = 1001577 | rtt = 20.8 | hop = 8 | timestamp = 1701772886
prob_id = 1002617 | rtt = 1.235 | hop = 10 | timestamp = 1701772876
prob_id = 1003564 | rtt = 2.676 | hop = 10 | timestamp = 1701772878
prob_id = 1003619 | rtt = 1.472 | hop = 8 | timestamp = 1701772886
prob_id = 1004568 | rtt = 1.87 | hop = 6 | timestamp = 1701772882
prob_id = 1005715 | rtt = 2.337 | hop = 10 | timestamp = 1701772878
prob_id = 1005758 | rtt = 4.698 | hop = 11 | timestamp = 1701772887
prob_id = 1006471 | rtt = 12.518 | hop = 10 | timestamp = 1701772882
prob_id = 1006691 | rtt = 8.095 | hop = 13 | timestamp = 1701772883
prob_id = 14015 | rtt = 64.905 | hop = 255 | timestamp = 1701772877
prob_id = 14842 | rtt = 2.757 | hop = 11 | timestamp = 1701772887
prob_id = 24300 | rtt = 17.648 | hop = 9 | timestamp = 1701772875
prob_id = 24944 | rtt = 36.461 | hop = 7 | timestamp = 1701772878
prob_id = 3200 | rtt = 5.795 | hop = 11 | timestamp = 1701772886
prob_id = 32810 | rtt = 56.448 | hop = 9 | timestamp = 1701772887
prob_id = 33230 | rtt = 11.171 | hop = 8 | timestamp = 1701772884
prob_id = 33690 | rtt = 3.633 | hop = 7 | timestamp = 1701772883
prob_id = 50525 | rtt = 7.009 | hop = 7 | timestamp = 1701772877
prob_id = 50593 | rtt = 40.366 | hop = 14 | timestamp = 1701772889
prob_id = 51527 | rtt = 24.658 | hop = 9 | timestamp = 1701772882
prob_id = 53022 | rtt = 13.072 | hop = 12 | timestamp = 1701772886
prob_id = 53613 | rtt = 15.564 | hop = 7 | timestamp = 1701772889
prob_id = 55234 | rtt = 15.839 | hop = 255 | timestamp = 1701772876
prob_id = 60374 | rtt = 4.383 | hop = 10 | timestamp = 1701772882
prob_id = 60579 | rtt = 14.978 | hop = 8 | timestamp = 1701772885
prob_id = 60900 | rtt = 5.62 | hop = 13 | timestamp = 1701772881
prob_id = 61177 | rtt = 12.705 | hop = 7 | timestamp = 1701772889
prob_id = 62657 | rtt = 29.647 | hop = 9 | timestamp = 1701772878
prob_id = 1001577 | rtt = 20.188 | hop = 8 | timestamp = 1701776485
prob_id = 1002617 | rtt = 1.2 | hop = 10 | timestamp = 1701776486
prob_id = 1003564 | rtt = 2.716 | hop = 10 | timestamp = 1701776477
prob_id = 1003619 | rtt = 1.571 | hop = 8 | timestamp = 1701776488
prob_id = 1004568 | rtt = 1.669 | hop = 6 | timestamp = 1701776479
prob_id = 1005715 | rtt = 2.335 | hop = 13 | timestamp = 1701776489
prob_id = 1005758 | rtt = 4.501 | hop = 12 | timestamp = 1701776476
prob_id = 1006471 | rtt = 12.654 | hop = 10 | timestamp = 1701776480
prob_id = 1006691 | rtt = 7.688 | hop = 13 | timestamp = 1701776484
prob_id = 14015 | rtt = 62.834 | hop = 255 | timestamp = 1701776478
prob_id = 14842 | rtt = 5.728 | hop = 11 | timestamp = 1701776482
prob_id = 24300 | rtt = 16.843 | hop = 9 | timestamp = 1701776477
prob_id = 24944 | rtt = 36.551 | hop = 7 | timestamp = 1701776482
prob_id = 3200 | rtt = 5.884 | hop = 11 | timestamp = 1701776482
prob_id = 32810 | rtt = 56.203 | hop = 9 | timestamp = 1701776479
prob_id = 33230 | rtt = 12.099 | hop = 8 | timestamp = 1701776480
prob_id = 33690 | rtt = 3.433 | hop = 7 | timestamp = 1701776481
prob_id = 50525 | rtt = 6.981 | hop = 7 | timestamp = 1701776484
prob_id = 50593 | rtt = 40.638 | hop = 14 | timestamp = 1701776481
prob_id = 53022 | rtt = 12.414 | hop = 12 | timestamp = 1701776478
prob_id = 53613 | rtt = 15.656 | hop = 7 | timestamp = 1701776485
prob_id = 55234 | rtt = 18.41 | hop = 255 | timestamp = 1701776489
prob_id = 60374 | rtt = 4.226 | hop = 10 | timestamp = 1701776475
prob_id = 60579 | rtt = 15.249 | hop = 7 | timestamp = 1701776489
prob_id = 60900 | rtt = 5.68 | hop = 13 | timestamp = 1701776478
prob_id = 61177 | rtt = 12.707 | hop = 7 | timestamp = 1701776488
prob_id = 62657 | rtt = 29.704 | hop = 9 | timestamp = 1701776488
prob_id = 1001577 | rtt = 20.461 | hop = 8 | timestamp = 1701780083
prob_id = 1002617 | rtt = 1.279 | hop = 10 | timestamp = 1701780084
prob_id = 1003564 | rtt = 2.768 | hop = 10 | timestamp = 1701780085
prob_id = 1003619 | rtt = 1.6 | hop = 8 | timestamp = 1701780082
prob_id = 1004568 | rtt = 1.944 | hop = 6 | timestamp = 1701780078
prob_id = 1005715 | rtt = 2.248 | hop = 10 | timestamp = 1701780076
prob_id = 1005758 | rtt = 4.5 | hop = 12 | timestamp = 1701780080
prob_id = 1006471 | rtt = 10.893 | hop = 10 | timestamp = 1701780088
prob_id = 1006691 | rtt = 7.081 | hop = 13 | timestamp = 1701780080
prob_id = 14015 | rtt = 57.657 | hop = 255 | timestamp = 1701780089
prob_id = 14842 | rtt = 3.685 | hop = 11 | timestamp = 1701780078
prob_id = 24300 | rtt = 17.269 | hop = 9 | timestamp = 1701780084
prob_id = 24944 | rtt = 36.451 | hop = 7 | timestamp = 1701780075
prob_id = 3200 | rtt = 5.708 | hop = 11 | timestamp = 1701780084
prob_id = 32810 | rtt = 56.562 | hop = 9 | timestamp = 1701780081
prob_id = 33230 | rtt = 12.016 | hop = 8 | timestamp = 1701780071
prob_id = 33690 | rtt = 3.562 | hop = 7 | timestamp = 1701780076
prob_id = 50525 | rtt = 7.034 | hop = 7 | timestamp = 1701780076
prob_id = 50593 | rtt = 41.403 | hop = 14 | timestamp = 1701780076
prob_id = 51527 | rtt = 24.086 | hop = 9 | timestamp = 1701780086
prob_id = 53022 | rtt = 13.106 | hop = 12 | timestamp = 1701780080
prob_id = 53613 | rtt = 15.386 | hop = 7 | timestamp = 1701780076
prob_id = 55234 | rtt = 18.542 | hop = 255 | timestamp = 1701780086
prob_id = 60374 | rtt = 4.211 | hop = 10 | timestamp = 1701780077
prob_id = 60579 | rtt = 15.382 | hop = 8 | timestamp = 1701780082
prob_id = 60900 | rtt = 5.528 | hop = 13 | timestamp = 1701780089
prob_id = 61177 | rtt = 12.413 | hop = 7 | timestamp = 1701780075
prob_id = 62657 | rtt = 30.507 | hop = 9 | timestamp = 1701780082
prob_id = 1001577 | rtt = 20.569 | hop = 8 | timestamp = 1701783678
prob_id = 1002617 | rtt = 1.147 | hop = 10 | timestamp = 1701783687
prob_id = 1003564 | rtt = 2.61 | hop = 10 | timestamp = 1701783687
prob_id = 1003619 | rtt = 1.698 | hop = 8 | timestamp = 1701783679
prob_id = 1004568 | rtt = 1.991 | hop = 6 | timestamp = 1701783682
prob_id = 1005715 | rtt = 2.395 | hop = 10 | timestamp = 1701783687
prob_id = 1005758 | rtt = 4.522 | hop = 12 | timestamp = 1701783678
prob_id = 1006471 | rtt = 12.685 | hop = 10 | timestamp = 1701783683
prob_id = 1006691 | rtt = 7.053 | hop = 13 | timestamp = 1701783689
prob_id = 14015 | rtt = 49.766 | hop = 255 | timestamp = 1701783675
prob_id = 14842 | rtt = 2.752 | hop = 11 | timestamp = 1701783689
prob_id = 24300 | rtt = 17.691 | hop = 9 | timestamp = 1701783679
prob_id = 24944 | rtt = 36.875 | hop = 7 | timestamp = 1701783684
prob_id = 3200 | rtt = 5.947 | hop = 11 | timestamp = 1701783675
prob_id = 32810 | rtt = 56.677 | hop = 9 | timestamp = 1701783679
prob_id = 33690 | rtt = 3.446 | hop = 7 | timestamp = 1701783683
prob_id = 50525 | rtt = 6.687 | hop = 7 | timestamp = 1701783675
prob_id = 50593 | rtt = 40.587 | hop = 14 | timestamp = 1701783675
prob_id = 51527 | rtt = 24.597 | hop = 9 | timestamp = 1701783681
prob_id = 53022 | rtt = 12.658 | hop = 12 | timestamp = 1701783683
prob_id = 53613 | rtt = 15.234 | hop = 7 | timestamp = 1701783676
prob_id = 55234 | rtt = 15.73 | hop = 255 | timestamp = 1701783677
prob_id = 60374 | rtt = 4.682 | hop = 10 | timestamp = 1701783683
prob_id = 60579 | rtt = 15.829 | hop = 8 | timestamp = 1701783681
prob_id = 60900 | rtt = 5.382 | hop = 13 | timestamp = 1701783681
prob_id = 61177 | rtt = 12.4 | hop = 7 | timestamp = 1701783680
prob_id = 62657 | rtt = 29.568 | hop = 9 | timestamp = 1701783677
prob_id = 1001577 | rtt = 20.81 | hop = 8 | timestamp = 1701787287
prob_id = 1002617 | rtt = 1.239 | hop = 10 | timestamp = 1701787279
prob_id = 1003564 | rtt = 2.762 | hop = 10 | timestamp = 1701787278
prob_id = 1003619 | rtt = 1.702 | hop = 8 | timestamp = 1701787288
prob_id = 1004568 | rtt = 2.227 | hop = 6 | timestamp = 1701787276
prob_id = 1005715 | rtt = 2.313 | hop = 10 | timestamp = 1701787277
prob_id = 1005758 | rtt = 4.517 | hop = 12 | timestamp = 1701787286
prob_id = 1006471 | rtt = 11.685 | hop = 10 | timestamp = 1701787279
prob_id = 1006691 | rtt = 8.267 | hop = 13 | timestamp = 1701787277
prob_id = 14015 | rtt = 62.026 | hop = 255 | timestamp = 1701787287
prob_id = 14842 | rtt = 3.817 | hop = 11 | timestamp = 1701787282
prob_id = 22702 | rtt = 4.34 | hop = 8 | timestamp = 1701787281
prob_id = 24300 | rtt = 17.486 | hop = 9 | timestamp = 1701787282
prob_id = 24944 | rtt = 36.411 | hop = 7 | timestamp = 1701787276
prob_id = 3200 | rtt = 6.44 | hop = 11 | timestamp = 1701787282
prob_id = 32810 | rtt = 56.254 | hop = 9 | timestamp = 1701787280
prob_id = 33230 | rtt = 11.224 | hop = 8 | timestamp = 1701787274
prob_id = 33690 | rtt = 4.695 | hop = 7 | timestamp = 1701787290
prob_id = 50525 | rtt = 6.724 | hop = 7 | timestamp = 1701787287
prob_id = 50593 | rtt = 40.653 | hop = 14 | timestamp = 1701787289
prob_id = 51527 | rtt = 24.694 | hop = 9 | timestamp = 1701787286
prob_id = 53022 | rtt = 13.67 | hop = 12 | timestamp = 1701787285
prob_id = 53613 | rtt = 15.635 | hop = 7 | timestamp = 1701787289
prob_id = 55234 | rtt = 18.676 | hop = 255 | timestamp = 1701787280
prob_id = 60374 | rtt = 3.663 | hop = 10 | timestamp = 1701787283
prob_id = 60579 | rtt = 14.361 | hop = 7 | timestamp = 1701787285
prob_id = 60900 | rtt = 5.888 | hop = 13 | timestamp = 1701787282
prob_id = 61177 | rtt = 12.409 | hop = 7 | timestamp = 1701787279
prob_id = 62657 | rtt = 29.607 | hop = 9 | timestamp = 1701787289
prob_id = 1001577 | rtt = 19.65 | hop = 8 | timestamp = 1701790878
prob_id = 1002617 | rtt = 1.19 | hop = 10 | timestamp = 1701790889
prob_id = 1003564 | rtt = 2.703 | hop = 10 | timestamp = 1701790876
prob_id = 1003619 | rtt = 1.467 | hop = 8 | timestamp = 1701790889
prob_id = 1004568 | rtt = 1.778 | hop = 6 | timestamp = 1701790877
prob_id = 1005715 | rtt = 2.212 | hop = 13 | timestamp = 1701790886
prob_id = 1005758 | rtt = 4.491 | hop = 11 | timestamp = 1701790878
prob_id = 1006471 | rtt = 12.881 | hop = 10 | timestamp = 1701790883
prob_id = 1006691 | rtt = 9.491 | hop = 13 | timestamp = 1701790880
prob_id = 14015 | rtt = 61.711 | hop = 255 | timestamp = 1701790877
prob_id = 14842 | rtt = 2.976 | hop = 11 | timestamp = 1701790875
prob_id = 22702 | rtt = 4.247 | hop = 8 | timestamp = 1701790879
prob_id = 24300 | rtt = 17.003 | hop = 9 | timestamp = 1701790875
prob_id = 24944 | rtt = 36.407 | hop = 7 | timestamp = 1701790889
prob_id = 3200 | rtt = 6.228 | hop = 11 | timestamp = 1701790874
prob_id = 32810 | rtt = 56.472 | hop = 9 | timestamp = 1701790876
prob_id = 33230 | rtt = 11.43 | hop = 8 | timestamp = 1701790874
prob_id = 33690 | rtt = 3.48 | hop = 7 | timestamp = 1701790875
prob_id = 50525 | rtt = 7.074 | hop = 7 | timestamp = 1701790881
prob_id = 50593 | rtt = 40.613 | hop = 14 | timestamp = 1701790875
prob_id = 53022 | rtt = 13.037 | hop = 12 | timestamp = 1701790887
prob_id = 53613 | rtt = 15.27 | hop = 7 | timestamp = 1701790875
prob_id = 55234 | rtt = 17.516 | hop = 255 | timestamp = 1701790883
prob_id = 60374 | rtt = 4.749 | hop = 10 | timestamp = 1701790887
prob_id = 60579 | rtt = 14.845 | hop = 7 | timestamp = 1701790886
prob_id = 60900 | rtt = 6.005 | hop = 13 | timestamp = 1701790879
prob_id = 61177 | rtt = 13.024 | hop = 7 | timestamp = 1701790879
prob_id = 62657 | rtt = 30.573 | hop = 9 | timestamp = 1701790881
prob_id = 1001577 | rtt = 20.617 | hop = 8 | timestamp = 1701794481
prob_id = 1002617 | rtt = 1.254 | hop = 10 | timestamp = 1701794483
prob_id = 1003564 | rtt = 2.724 | hop = 10 | timestamp = 1701794487
prob_id = 1003619 | rtt = 1.901 | hop = 8 | timestamp = 1701794487
prob_id = 1004568 | rtt = 1.348 | hop = 6 | timestamp = 1701794487
prob_id = 1005715 | rtt = 2.342 | hop = 10 | timestamp = 1701794481
prob_id = 1005758 | rtt = 4.481 | hop = 11 | timestamp = 1701794487
prob_id = 1006471 | rtt = 16.009 | hop = 10 | timestamp = 1701794488
prob_id = 1006691 | rtt = 7.278 | hop = 13 | timestamp = 1701794475
prob_id = 14015 | rtt = 49.871 | hop = 255 | timestamp = 1701794483
prob_id = 14842 | rtt = 2.691 | hop = 11 | timestamp = 1701794486
prob_id = 22702 | rtt = 3.996 | hop = 8 | timestamp = 1701794486
prob_id = 24300 | rtt = 17.124 | hop = 9 | timestamp = 1701794489
prob_id = 24944 | rtt = 36.532 | hop = 7 | timestamp = 1701794476
prob_id = 3200 | rtt = 5.886 | hop = 11 | timestamp = 1701794480
prob_id = 32810 | rtt = 55.977 | hop = 9 | timestamp = 1701794477
prob_id = 33230 | rtt = 11.129 | hop = 8 | timestamp = 1701794487
prob_id = 33690 | rtt = 3.473 | hop = 7 | timestamp = 1701794489
prob_id = 50525 | rtt = 6.77 | hop = 7 | timestamp = 1701794484
prob_id = 50593 | rtt = 40.58 | hop = 14 | timestamp = 1701794488
prob_id = 51527 | rtt = 24.728 | hop = 9 | timestamp = 1701794477
prob_id = 53022 | rtt = 13.889 | hop = 12 | timestamp = 1701794478
prob_id = 53613 | rtt = 15.716 | hop = 7 | timestamp = 1701794487
prob_id = 55234 | rtt = 15.757 | hop = 255 | timestamp = 1701794486
prob_id = 60374 | rtt = 4.249 | hop = 10 | timestamp = 1701794485
prob_id = 60579 | rtt = 11.381 | hop = 8 | timestamp = 1701794487
prob_id = 60900 | rtt = 5.593 | hop = 13 | timestamp = 1701794487
prob_id = 61177 | rtt = 12.232 | hop = 7 | timestamp = 1701794486
prob_id = 62657 | rtt = 31.633 | hop = 9 | timestamp = 1701794483
prob_id = 1001577 | rtt = 21.55 | hop = 8 | timestamp = 1701798086
prob_id = 1002617 | rtt = 1.223 | hop = 10 | timestamp = 1701798078
prob_id = 1003564 | rtt = 2.652 | hop = 10 | timestamp = 1701798082
prob_id = 1003619 | rtt = 1.573 | hop = 8 | timestamp = 1701798089
prob_id = 1004568 | rtt = 2.297 | hop = 6 | timestamp = 1701798083
prob_id = 1005715 | rtt = 2.362 | hop = 10 | timestamp = 1701798076
prob_id = 1005758 | rtt = 5.41 | hop = 12 | timestamp = 1701798085
prob_id = 1006471 | rtt = 13.926 | hop = 10 | timestamp = 1701798079
prob_id = 1006691 | rtt = 7.047 | hop = 13 | timestamp = 1701798088
prob_id = 14015 | rtt = 56.286 | hop = 255 | timestamp = 1701798079
prob_id = 14842 | rtt = 2.714 | hop = 11 | timestamp = 1701798084
prob_id = 22702 | rtt = 3.11 | hop = 8 | timestamp = 1701798079
prob_id = 24300 | rtt = 17.223 | hop = 9 | timestamp = 1701798076
prob_id = 24944 | rtt = 36.771 | hop = 7 | timestamp = 1701798083
